"SEQ_ID","REF_TITLE","country","db_xref","host","mol_type","note","organism","specimen_voucher","collected_by","collection_date","identified_by","isolate","isolation_source","culture_collection","strain","clone","environmental_sample","lat_lon","tissue_type","altitude","variety"
"AY183368","Development and testing of molecular probes for detection and identification of conifer pathogens","","taxon:219024","Pseudotsuga menziesii var. glauca (Douglas fir)","genomic DNA","","xylarialean sp. MIRMI","","","","","MIRMI","","","","","","","","",""
"JX658449","A polyphasic taxonomy of Daldinia (Xylariaceae)","France","taxon:152308","Ulmus sp.","genomic DNA","","Hypoxylon submonticulosum","","","","","","","CBS:115280","CBS 115280","","","","","",""
"KC952873","Canadian fungal endophytes","","taxon:1337999","","genomic DNA","","Xylariaceae sp. DAOM 242471","","","","","","grape leaf","","DAOM 242471","","","","","",""
"KC968923","New Hypoxylon species from Martinique and new evidence on the molecular phylogeny of Hypoxylon based on ITS rDNA and beta-tubulin data","","taxon:152308","","genomic DNA","","Hypoxylon submonticulosum","","","","","STMA03087","","CBS:115280","CBS 115280","","","","","",""
"AF201703","The Phyloecology of Hypoxylon spp. sensu lato using two partial gene sequences","","ATCC:60823;taxon:109381","","genomic DNA","","Nemania serpens","","","","","","","","ATCC60823","","","","","",""
"AF201711","The Phyloecology of Hypoxylon spp. sensu lato using two partial gene sequences","","ATCC:42768;taxon:37992","","genomic DNA","","Xylaria hypoxylon","","","","","","","","ATCC42768","","","","","",""
"AY327477","Size and sequence heterogeneity in the ITS1 of Xylaria hypoxylon isolates","","ATCC:42768;taxon:37992","","genomic DNA","","Xylaria hypoxylon","","","","","","","","ATCC 42768","","","","","",""
"GQ153235","Diverse bacteria inhabit living hyphae of phylogenetically diverse fungal endophytes","","taxon:652405","Cupressus arizonica","genomic DNA","","Sordariomycetes sp. 11323","Robert L. Gilbertson Mycological Herbarium, ARIZ (University of Arizona) AEA 11323","M. Hoffman","","","","asymptomatic photosynthetic tissue","","","","","","","",""
"KF703926","Diversity, host- and habitat- preferences on the fungi communities from the roots of Cymbidium spp. at two sites in China","","taxon:1435388","","genomic DNA","","Candida sp. LH66","","","","","LH66","","","","","","","","",""
"AB701356","Identification of endophytic fungi of medicinal herbs of Lauraceae and Rutaceae with antimicrobial property","Taiwan: Yilan","taxon:1159160","Callerya reticulata","genomic DNA","","Xylaria sp. CR10","","Min-Yuan Ho","21-Jun-2009","Min-Yuan Ho","CR10","","","","","","","","",""
"GQ906944","Diversity of endolichenic fungi isolated from Myelochroa (lichenized fungi, Ascomycota) in Jeju Island, Korea","","taxon:679620","Myelochroa","genomic DNA","endolichenic fungi","fungal sp. JW40-4","","","","","","","","JW40-4","","","","","",""
"GQ906952","Diversity of endolichenic fungi isolated from Myelochroa (lichenized fungi, Ascomycota) in Jeju Island, Korea","","taxon:679708","Myelochroa","genomic DNA","endolichenic fungi","Xylariales cf. JP60-5","","","","","","","","JP60-5","","","","","",""
"GQ906954","Diversity of endolichenic fungi isolated from Myelochroa (lichenized fungi, Ascomycota) in Jeju Island, Korea","","taxon:679704","Myelochroa","genomic DNA","endolichenic fungi","Xylariales cf. JP14-3","","","","","","","","JP14-3","","","","","",""
"GQ906964","Diversity of endolichenic fungi isolated from Myelochroa (lichenized fungi, Ascomycota) in Jeju Island, Korea","","taxon:679603","Myelochroa","genomic DNA","endolichenic fungi","Nigrospora sp. JW94-1","","","","","","","","JW94-1","","","","","",""
"GU166447","Fungi associated with Changnienia amoena Chien.","","taxon:927387","","genomic DNA","","Xylaria sp. XDJL-2009a","","","","","C2R22","soil","","","","","","","",""
"GU166475","Fungi associated with Changnienia amoena Chien.","","taxon:927388","","genomic DNA","","Xylaria sp. XDJL-2009b","","","","","AR7","soil","","","","","","","",""
"GU166477","Fungi associated with Changnienia amoena Chien.","","taxon:927389","","genomic DNA","","Xylaria sp. XDJL-2009c","","","","","AR9","soil","","","","","","","",""
"GU166478","Fungi associated with Changnienia amoena Chien.","","taxon:927390","","genomic DNA","","Xylaria sp. XDJL-2009d","","","","","AR10","soil","","","","","","","",""
"GU166484","Fungi associated with Changnienia amoena Chien.","","taxon:927391","","genomic DNA","","Xylaria sp. XDJL-2009e","","","","","AR16","soil","","","","","","","",""
"HM595550","From pattern to process: species and functional diversity in fungal endophytes of Abies beshanzuensis","","taxon:910993","","genomic DNA","","Xylaria sp. M98-3","","","","","M98-3","","","","","","","","",""
"KF435428","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Couratari guianensis","genomic DNA","collected under permit, Coiba National Park","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK854","","","","","","",""
"KF435654","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Laguncularia racemosa","genomic DNA","collected under permit, Coiba National Park","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK866","","","","","","",""
"KF435786","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Olyra latifolia","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK857","","","","","","",""
"KF435787","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Olyra latifolia","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK861","","","","","","",""
"KF435796","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Olyra standleyi","genomic DNA","collected under permit, Chagres National Park","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK855","","","","","","",""
"KF435865","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Pharus latifolius","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK864","","","","","","",""
"KF435964","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Rhipidocladum racemiflorum","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK860","","","","","","",""
"KF435965","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Rhipidocladum racemiflorum","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK870","","","","","","",""
"KF435966","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Rhipidocladum racemiflorum","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK871","","","","","","",""
"KF436040","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Saccharum","genomic DNA","collected under permit, Chagres National Park","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK859","","","","","","",""
"KF436041","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Saccharum","genomic DNA","collected under permit, Chagres National Park","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK862","","","","","","",""
"KF436098","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Saccharum","genomic DNA","collected under permit, Soberania National Park","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK873","","","","","","",""
"KF436112","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Scleria melaleuca","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK856","","","","","","",""
"KF436209","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","tropical woody plant","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK863","","","","","","",""
"KF436211","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","tropical woody plant","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK889","","","","","","",""
"KF436406","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Vitex cooperi","genomic DNA","collected under permit, Coiba National Park","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK858","","","","","","",""
"KJ572201","Isolation and Identification of Endophytic Fungi in Adlay (Coix lachryma-jobi L. var. ma-yuen Stapf)","","taxon:1501637","","genomic DNA","","Xylaria sp. 4 MJ-2014","","","","","FJ32","","","","","","","","",""
"JX984767","Impacts of Asian dust and environmental factors on atmospheric fungal communities","South Korea: Seoul","taxon:175245","","genomic DNA","","uncultured fungus","","","","","","TSP in urban air during Asian dust days","","","FA2-O19","_no_value","","","",""
"KC894854","New chemical compounds from endophytic Nodulisporium","China","taxon:1380445","Everniastrum sp.","genomic DNA","","Nodulisporium sp. 65-12-7-1","","Wen-Chao Li","01-Nov-2006","","","","","65-12-7-1","","","","","",""
"AY909002","Molecular phylogenetic studies within the family Xylariaceae based on ribosomal DNA sequences","","ATCC:58850;taxon:323536","","genomic DNA","","Rosellinia subiculata","","","","","","","","ATCC 58850","","","","","",""
"EF419965","Geographic locality and host identity shape fungal endophyte communities in cupressaceous trees","","taxon:410823","Juniperus virginiana","genomic DNA","","fungal endophyte","Robert L. Gilbertson Mycological Herbarium, ARIZ (University of Arizona) AEA 9208.ITS","M. Hoffman","","","9208","asymptomatic photosynthetic tissue","","","","","","","",""
"AF201710","The Phyloecology of Hypoxylon spp. sensu lato using two partial gene sequences","","ATCC:58729;taxon:109373","","genomic DNA","","Hypoxylon papillatum","","","","","","","","ATCC58729","","","","","",""
"KC968919","New Hypoxylon species from Martinique and new evidence on the molecular phylogeny of Hypoxylon based on ITS rDNA and beta-tubulin data","","taxon:109373","","genomic DNA","","Hypoxylon papillatum","","","","","ATCC58729","","ATCC:58729","ATCC 58729","","","","","",""
"AY908990","Molecular phylogenetic studies within the family Xylariaceae based on ribosomal DNA sequences","","taxon:320866","","genomic DNA","","Anthostomella sepelibilis","","","","","","","","F-160,797","","","","","",""
"EU678656","Diverse Non-mycorrhizal Fungal Endophytes Inhabiting an Epiphytic, Medicinal Orchid (Dendrobium nobile): Estimation and Characterization","","taxon:528986","","genomic DNA","PCR_primers=fwd_name: ITS1, rev_name: ITS4","Xylaria sp. R22","","","","","","","","R22","","","","","",""
"FJ449985","Endophytic fungi from Dendrobium sp.","","taxon:410823","","genomic DNA","","fungal endophyte","","","","","","","","648","","","","","",""
"GQ906947","Diversity of endolichenic fungi isolated from Myelochroa (lichenized fungi, Ascomycota) in Jeju Island, Korea","","taxon:679617","Myelochroa","genomic DNA","endolichenic fungi","Xylariales cf. JW60-4","","","","","","","","JW60-4","","","","","",""
"HE820859","Endophytic fungi from Peruvian Vasconcellea microcarpa and three Tillandsia species","Peru:Province Chachapoyas, City of Magdalena, 2000m a.s.l.","taxon:1194864","Tillandsia sp.","genomic DNA","","Xylariales sp. TK33","","","Dec-2011","","TK33","living leaves","","","","","6.28 S 77.29 W","","",""
"JQ862665","Diversity and taxonomy of endophytic xylariaceous fungi from medicinal plants of dendrobium (orchidaceae)","","taxon:363999","","genomic DNA","","Xylaria grammica","","","","","","","","5151","","","","","",""
